40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
01:51:29.0 (58406)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
01:51:29.0 (89442)|EXECUTION_STARTED
01:51:29.0 (93560)|CODE_UNIT_STARTED|[EXTERNAL]|aura
01:51:29.0 (356066)|HEAP_ALLOCATE|[72]|Bytes:3
01:51:29.0 (393327)|HEAP_ALLOCATE|[77]|Bytes:152
01:51:29.0 (408127)|HEAP_ALLOCATE|[342]|Bytes:408
01:51:29.0 (429717)|HEAP_ALLOCATE|[355]|Bytes:408
01:51:29.0 (446243)|HEAP_ALLOCATE|[467]|Bytes:48
01:51:29.0 (471732)|HEAP_ALLOCATE|[139]|Bytes:6
01:51:29.0 (485848)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
01:51:29.0 (494412)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:51:29.0 (506572)|CODE_UNIT_FINISHED|aura
01:51:29.0 (1296460)|EXECUTION_FINISHED
01:51:29.2 (2112805)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
01:51:29.2 (2125827)|EXECUTION_STARTED
01:51:29.2 (2127953)|CODE_UNIT_STARTED|[EXTERNAL]|aura
01:51:29.2 (2160322)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
01:51:29.2 (2167808)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
01:51:29.2 (2176174)|CODE_UNIT_FINISHED|aura
01:51:29.2 (3283888)|EXECUTION_FINISHED
01:51:29.4 (4314588)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
01:51:29.4 (4325777)|EXECUTION_STARTED
01:51:29.4 (4327550)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FELrp|RecentlyViewedRecords.queryCompactLayout
01:51:29.4 (4365408)|VARIABLE_SCOPE_BEGIN|[2]|RecentlyViewedRecords.FIELDSET_NAME|String|false|true
01:51:29.4 (4376025)|VARIABLE_SCOPE_BEGIN|[3]|RecentlyViewedRecords.private_apiFieldNames|Map<String,Set<String>>|true|true
01:51:29.4 (4386915)|VARIABLE_SCOPE_BEGIN|[5]|RecentlyViewedRecords.rvi|Recently_Viewed__c|true|true
01:51:29.4 (4393486)|VARIABLE_SCOPE_BEGIN|[4]|RecentlyViewedRecords.schemaMap|Map<String,Schema.SObjectType>|true|true
01:51:29.4 (4458380)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
01:51:29.4 (4465731)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
01:51:29.4 (4470142)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
01:51:29.4 (4580096)|METHOD_ENTRY|[1]|01p2800000FELrp|RecentlyViewedRecords.RecentlyViewedRecords()
01:51:29.4 (4587531)|STATEMENT_EXECUTE|[1]
01:51:29.4 (4592524)|STATEMENT_EXECUTE|[1]
01:51:29.4 (4593546)|STATEMENT_EXECUTE|[2]
01:51:29.4 (4596812)|HEAP_ALLOCATE|[2]|Bytes:19
01:51:29.4 (4625219)|VARIABLE_ASSIGNMENT|[2]|RecentlyViewedRecords.FIELDSET_NAME|"RecentlyViewedHover"
01:51:29.4 (4630916)|STATEMENT_EXECUTE|[3]
01:51:29.4 (4637481)|HEAP_ALLOCATE|[3]|Bytes:4
01:51:29.4 (4661545)|VARIABLE_ASSIGNMENT|[3]|RecentlyViewedRecords.private_apiFieldNames|{}|0x4211056f
01:51:29.4 (4667464)|STATEMENT_EXECUTE|[4]
01:51:29.4 (4702929)|HEAP_ALLOCATE|[50]|Bytes:5
01:51:29.4 (4724600)|HEAP_ALLOCATE|[56]|Bytes:5
01:51:29.4 (4731698)|HEAP_ALLOCATE|[64]|Bytes:7
01:51:29.4 (18065264)|HEAP_ALLOCATE|[4]|Bytes:1456
